Student_ID,Course_1,Course_2,Course_3,Course_4,Course_5,Course_6,Course_7,Course_8
Student_1,101,103,106,104,105,102,107,108
Student_2,105,102,103,104,101,106,107,108
Student_3,101,102,103,104,105,106,107,108
Student_4,104,103,105,101,102,106,107,108
Student_5,103,102,105,104,107,106,101,108
Student_6,102,101,108,104,105,106,107,103
Student_7,101,102,103,104,105,106,107,108
Student_8,102,103,101,107,105,106,104,108
Student_9,101,105,108,104,102,106,103,107
Student_10,101,102,103,106,105,104,108,107
Student_11,101,102,103,104,108,106,107,105
Student_12,101,102,103,104,105,106,107,108
Student_13,101,102,108,104,105,106,107,103
Student_14,105,102,103,104,108,106,107,101
Student_15,101,102,103,104,105,106,107,108
Student_16,101,102,103,104,105,106,107,108
Student_17,101,102,103,104,105,106,107,108
Student_18,108,102,101,104,105,103,107,106
Student_19,101,102,103,104,105,106,107,108
Student_20,101,108,103,104,105,106,107,102
Student_21,101,102,103,104,105,106,107,108
Student_22,101,102,103,107,105,106,104,108
Student_23,101,102,103,104,105,106,107,108
Student_24,101,102,103,104,108,106,107,105
Student_25,101,107,103,102,105,106,104,108
Student_26,105,102,103,104,101,106,107,108
Student_27,101,103,102,104,107,105,106,108
Student_28,101,106,103,104,105,102,107,108
Student_29,101,105,103,104,102,106,107,108
Student_30,101,102,103,104,105,106,107,108
Student_31,101,102,103,104,105,106,107,108
Student_32,108,102,103,106,105,104,107,101
Student_33,101,102,103,104,105,106,107,108
Student_34,101,108,103,104,105,102,107,106
Student_35,101,107,103,104,105,102,108,106
Student_36,101,102,104,107,105,106,103,108
Student_37,101,102,104,103,105,106,107,108
Student_38,101,106,103,104,105,102,107,108
Student_39,101,102,103,105,108,106,104,107
Student_40,101,102,103,104,105,106,107,108
Student_41,101,102,103,106,105,108,107,104
Student_42,107,102,103,104,105,106,101,108
Student_43,101,102,103,104,105,106,107,108
Student_44,106,107,103,104,105,101,102,108
Student_45,107,102,103,104,105,106,101,108
Student_46,105,107,103,104,101,106,102,108
Student_47,101,102,103,104,105,106,107,108
Student_48,101,104,108,102,105,106,107,103
Student_49,101,102,103,104,105,106,107,108
Student_50,108,102,103,104,105,107,106,101
Student_51,101,105,103,102,104,107,106,108
Student_52,108,102,103,107,105,106,104,101
Student_53,101,105,103,106,104,102,107,108
Student_54,101,102,103,104,105,106,107,108
Student_55,101,103,102,104,105,106,107,108
Student_56,101,102,103,106,105,104,107,108
Student_57,101,102,103,104,105,106,107,108
Student_58,102,101,103,104,105,106,107,108
Student_59,101,102,106,104,105,107,103,108
Student_60,103,102,101,104,106,108,107,105
Student_61,105,102,103,104,101,106,107,108
Student_62,106,101,103,104,105,102,108,107
Student_63,101,102,103,104,105,106,107,108
Student_64,101,105,103,108,102,106,107,104
Student_65,101,102,103,104,105,106,107,108
Student_66,101,102,103,105,107,108,104,106
Student_67,101,102,103,104,105,106,107,108
Student_68,101,102,103,104,105,106,107,108
Student_69,106,102,101,104,105,103,107,108
Student_70,106,102,103,107,105,101,104,108
Student_71,101,103,102,104,105,108,107,106
Student_72,101,104,102,103,108,106,107,105
Student_73,108,102,105,104,103,106,107,101
Student_74,101,105,103,104,102,106,107,108
Student_75,108,102,103,104,105,106,107,101
Student_76,101,104,103,102,105,106,107,108
Student_77,101,102,103,104,105,106,107,108
Student_78,102,107,103,104,101,106,105,108
Student_79,101,102,103,105,104,106,107,108
Student_80,101,104,107,102,105,106,103,108
Student_81,101,102,105,104,103,106,107,108
Student_82,107,101,103,104,108,106,102,105
Student_83,101,103,102,104,105,106,108,107
Student_84,101,106,102,104,105,103,107,108
Student_85,101,102,103,104,108,107,106,105
Student_86,101,102,103,104,105,106,107,108
Student_87,108,102,103,104,105,106,107,101
Student_88,101,104,103,102,105,106,108,107
Student_89,101,102,103,104,105,106,107,108
Student_90,101,102,103,104,105,106,107,108
Student_91,101,102,103,104,105,106,107,108
Student_92,101,102,103,104,105,108,107,106
Student_93,101,102,103,104,105,106,107,108
Student_94,101,104,108,103,105,106,107,102
Student_95,101,102,106,105,104,107,103,108
Student_96,101,104,102,103,105,106,107,108
Student_97,101,102,103,104,105,106,107,108
Student_98,101,102,103,104,105,106,108,107
Student_99,101,102,103,104,105,106,107,108
Student_100,108,102,103,104,107,106,101,105
