Student_ID,Course_1,Course_2,Course_3,Course_4,Course_5,Course_6,Course_7,Course_8
Student_1,103,108,101,104,105,106,107,102
Student_2,101,102,103,104,105,106,107,108
Student_3,101,102,103,104,105,106,107,108
Student_4,106,108,103,104,105,101,102,107
Student_5,101,105,103,108,102,106,107,104
Student_6,101,102,103,104,105,106,107,108
Student_7,102,101,105,104,108,106,107,103
Student_8,101,102,103,108,105,106,107,104
Student_9,101,107,103,104,105,106,102,108
Student_10,101,108,104,105,103,106,107,102
Student_11,101,102,103,107,105,106,108,104
Student_12,101,102,103,104,105,106,107,108
Student_13,101,108,106,104,105,103,107,102
Student_14,101,103,105,104,102,106,107,108
Student_15,101,102,105,104,108,103,107,106
Student_16,101,102,103,106,107,105,104,108
Student_17,105,102,103,101,104,106,107,108
Student_18,107,101,103,106,105,104,102,108
Student_19,101,105,103,104,106,102,107,108
Student_20,106,102,103,104,105,101,107,108
Student_21,101,106,103,104,105,102,107,108
Student_22,101,102,103,104,105,108,107,106
Student_23,101,108,103,104,105,106,102,107
Student_24,101,102,103,104,105,106,107,108
Student_25,106,108,103,104,102,101,107,105
Student_26,107,105,103,104,102,106,108,101
Student_27,101,106,102,105,104,103,107,108
Student_28,101,103,102,104,105,106,107,108
Student_29,101,102,103,104,105,106,107,108
Student_30,101,102,103,104,105,106,108,107
Student_31,104,102,105,101,108,106,107,103
Student_32,101,102,103,104,105,106,107,108
Student_33,101,102,103,104,105,106,107,108
Student_34,101,102,103,104,105,106,108,107
Student_35,101,102,103,105,107,106,104,108
Student_36,101,102,103,107,105,106,108,104
Student_37,101,102,103,104,105,106,107,108
Student_38,101,102,103,104,105,107,106,108
Student_39,103,102,101,104,105,106,107,108
Student_40,101,102,103,104,108,106,107,105
Student_41,101,102,103,106,105,104,107,108
Student_42,101,102,103,106,105,104,107,108
Student_43,102,101,103,104,105,106,108,107
Student_44,101,104,106,108,105,103,107,102
Student_45,101,102,103,104,105,106,107,108
Student_46,101,102,103,104,105,106,107,108
Student_47,105,102,103,104,101,106,107,108
Student_48,105,102,103,104,108,106,107,101
Student_49,104,108,103,106,105,101,107,102
Student_50,101,102,103,106,105,104,107,108
Student_51,101,105,103,104,102,106,108,107
Student_52,101,108,102,104,105,106,107,103
Student_53,101,102,103,104,105,106,107,108
Student_54,101,102,103,104,105,106,107,108
Student_55,101,104,103,105,102,106,107,108
Student_56,101,108,103,104,105,106,107,102
Student_57,101,103,102,104,105,106,107,108
Student_58,101,104,103,107,105,102,106,108
Student_59,101,102,103,107,105,106,104,108
Student_60,101,102,103,104,105,106,107,108
Student_61,107,102,103,104,108,105,101,106
Student_62,101,102,105,104,103,106,107,108
Student_63,106,105,107,104,102,101,103,108
Student_64,101,103,108,104,102,106,107,105
Student_65,103,102,101,104,106,108,107,105
Student_66,101,102,107,104,105,106,103,108
Student_67,101,102,103,108,106,105,107,104
Student_68,101,102,103,104,105,106,107,108
Student_69,101,102,103,104,105,106,107,108
Student_70,101,102,103,104,105,106,107,108
Student_71,101,102,103,104,105,108,107,106
Student_72,101,108,103,104,105,106,107,102
Student_73,105,102,103,104,101,106,107,108
Student_74,101,102,103,104,105,106,107,108
Student_75,101,102,103,104,105,106,107,108
Student_76,101,102,103,104,105,106,107,108
Student_77,101,102,103,104,105,106,107,108
Student_78,101,102,103,104,105,106,107,108
Student_79,101,108,103,106,105,102,107,104
Student_80,101,102,103,104,105,106,107,108
Student_81,102,101,103,104,105,106,107,108
Student_82,104,102,107,105,101,106,103,108
Student_83,101,102,103,104,105,106,107,108
Student_84,101,102,103,104,105,106,107,108
Student_85,104,101,103,102,105,106,107,108
Student_86,106,103,102,104,105,101,107,108
Student_87,101,108,103,104,105,106,102,107
Student_88,106,102,105,104,103,101,107,108
Student_89,106,102,103,104,105,101,107,108
Student_90,101,102,103,104,105,106,107,108
Student_91,102,101,104,108,105,106,107,103
Student_92,101,102,106,108,105,103,107,104
Student_93,101,107,103,104,105,106,102,108
Student_94,101,102,103,104,105,106,107,108
Student_95,108,103,102,104,105,107,106,101
Student_96,108,103,102,105,104,106,107,101
Student_97,101,102,103,104,105,106,107,108
Student_98,101,102,106,104,105,103,107,108
Student_99,101,108,103,104,105,106,107,102
Student_100,101,108,102,104,105,106,103,107
