Student_ID,Course_1,Course_2,Course_3,Course_4,Course_5,Course_6,Course_7,Course_8
Student_1,101,107,103,105,104,106,102,108
Student_2,107,102,103,104,105,108,101,106
Student_3,103,102,101,104,105,106,108,107
Student_4,101,102,103,106,104,105,107,108
Student_5,101,102,103,105,107,106,104,108
Student_6,101,103,102,108,105,106,107,104
Student_7,105,102,103,104,107,106,108,101
Student_8,101,107,103,104,,106,105,108
Student_9,102,103,101,104,105,106,107,108
Student_10,101,107,102,104,105,106,103,108
Student_11,101,102,103,104,105,106,107,108
Student_12,101,102,103,104,105,106,107,108
Student_13,103,105,102,104,101,106,107,108
Student_14,101,102,103,104,105,106,107,108
Student_15,101,102,108,104,105,106,107,103
Student_16,107,101,103,104,105,106,102,108
Student_17,101,102,103,104,105,106,107,108
Student_18,101,102,103,104,105,108,107,106
Student_19,101,102,104,108,105,103,107,106
Student_20,101,102,103,104,105,108,107,106
Student_21,102,104,103,,105,106,107,108
Student_22,103,107,102,104,105,106,101,108
Student_23,104,105,103,101,102,106,107,108
Student_24,101,108,103,107,106,105,104,102
Student_25,101,102,107,103,106,105,104,108
Student_26,101,102,103,104,105,106,107,108
Student_27,101,102,103,104,105,106,,108
Student_28,103,102,106,104,105,101,107,108
Student_29,101,102,107,104,105,106,103,108
Student_30,107,102,103,106,105,104,101,108
Student_31,101,107,103,108,105,106,102,104
Student_32,101,102,103,104,105,106,107,108
Student_33,107,106,103,104,105,102,101,108
Student_34,101,102,103,104,105,106,107,108
Student_35,101,102,107,104,105,106,103,108
Student_36,101,102,103,104,105,106,107,108
Student_37,105,104,103,102,101,108,107,106
Student_38,101,105,107,104,106,102,103,108
Student_39,102,101,103,104,105,106,107,108
Student_40,101,107,103,104,105,106,102,108
Student_41,101,102,103,104,105,106,107,108
Student_42,103,102,101,104,105,106,107,108
Student_43,101,107,103,104,105,106,102,108
Student_44,101,102,103,105,104,106,107,108
Student_45,101,102,103,104,105,106,107,108
Student_46,,102,103,104,105,106,107,108
Student_47,101,102,103,104,107,106,105,108
Student_48,101,102,104,103,105,107,106,108
Student_49,107,102,103,104,105,106,101,108
Student_50,101,102,103,104,105,106,107,108
Student_51,103,106,101,104,105,102,107,108
Student_52,101,106,105,102,103,104,107,108
Student_53,101,102,106,104,103,105,107,108
Student_54,104,102,106,107,105,103,101,108
Student_55,107,102,103,104,105,106,108,101
Student_56,101,102,103,104,105,106,107,108
Student_57,108,102,106,104,105,101,107,103
Student_58,101,102,103,104,105,107,106,108
Student_59,101,102,104,103,105,106,107,108
Student_60,108,103,107,104,105,106,102,101
Student_61,101,102,104,107,105,106,103,108
Student_62,101,102,103,104,105,106,107,108
Student_63,107,102,103,104,105,106,101,108
Student_64,101,102,103,104,105,106,107,108
Student_65,101,103,102,104,105,106,107,108
Student_66,105,102,108,103,101,106,107,104
Student_67,101,102,103,104,105,106,107,108
Student_68,101,102,105,107,103,106,104,108
Student_69,106,104,103,102,105,101,107,108
Student_70,107,102,104,103,105,106,101,108
Student_71,101,102,103,104,105,106,107,108
Student_72,101,102,103,104,105,106,107,108
Student_73,101,104,102,103,105,106,107,108
Student_74,106,102,101,105,104,103,107,108
Student_75,101,105,103,104,102,106,107,108
Student_76,101,104,103,102,105,106,107,108
Student_77,108,102,103,104,105,106,107,101
Student_78,108,102,107,103,105,106,104,101
Student_79,103,102,101,104,107,106,105,108
Student_80,108,101,103,104,105,106,102,107
Student_81,101,102,106,104,105,103,107,108
Student_82,101,104,102,103,105,106,107,108
Student_83,105,102,103,101,104,106,107,108
Student_84,101,108,103,104,105,106,107,102
Student_85,108,102,103,105,101,106,107,104
Student_86,101,106,103,104,105,102,107,108
Student_87,101,106,102,104,105,103,107,108
Student_88,101,102,107,104,105,106,103,108
Student_89,108,102,103,104,105,106,107,101
Student_90,101,102,103,104,108,106,107,105
Student_91,101,102,107,104,105,108,103,106
Student_92,101,103,102,104,105,106,107,108
Student_93,108,102,107,104,105,106,101,103
Student_94,101,102,103,104,105,106,107,108
Student_95,101,103,102,104,105,108,107,106
Student_96,101,102,103,104,108,106,107,105
Student_97,102,103,101,104,105,106,107,108
Student_98,106,102,101,104,,103,108,107
Student_99,103,102,105,101,104,106,107,108
Student_100,101,105,103,104,102,106,107,108
