Student_ID,Course_1,Course_2,Course_3,Course_4,Course_5,Course_6,Course_7,Course_8
Student_1,101,102,107,104,105,106,103,108
Student_2,101,102,103,108,105,106,107,104
Student_3,101,104,103,102,105,106,107,108
Student_4,101,102,103,104,105,106,107,108
Student_5,105,102,103,104,108,101,107,106
Student_6,101,102,103,104,105,106,107,108
Student_7,106,102,108,103,105,101,107,104
Student_8,101,102,103,104,105,106,107,108
Student_9,106,102,103,101,105,104,107,108
Student_10,101,102,103,104,105,106,107,108
Student_11,101,104,106,102,108,103,107,105
Student_12,101,102,106,105,104,108,107,103
Student_13,101,105,104,103,102,106,107,108
Student_14,101,102,103,104,105,106,107,108
Student_15,104,102,103,101,105,106,107,108
Student_16,101,102,103,106,105,108,107,104
Student_17,102,101,103,104,105,106,107,108
Student_18,103,108,101,104,105,106,107,102
Student_19,101,102,107,103,108,106,104,105
Student_20,106,102,103,104,105,101,107,108
Student_21,101,105,103,104,107,106,102,108
Student_22,108,102,103,106,105,104,107,101
Student_23,101,102,104,103,106,105,107,108
Student_24,101,102,105,104,103,106,107,108
Student_25,101,102,103,104,105,106,107,108
Student_26,101,102,108,104,106,103,107,105
Student_27,101,107,103,104,105,106,102,108
Student_28,101,105,103,104,102,106,107,108
Student_29,101,102,106,104,105,107,103,108
Student_30,101,102,107,104,108,106,103,105
Student_31,104,102,105,101,103,106,107,108
Student_32,101,104,103,102,105,106,107,108
Student_33,101,102,103,106,105,104,107,108
Student_34,101,104,103,102,105,106,107,108
Student_35,105,102,103,106,101,104,107,108
Student_36,102,101,103,104,105,108,107,106
Student_37,101,102,103,104,105,106,107,108
Student_38,101,102,106,104,105,103,107,108
Student_39,102,101,103,104,105,106,107,108
Student_40,101,102,103,104,105,106,107,108
Student_41,101,102,104,103,105,106,107,108
Student_42,101,107,108,102,105,106,104,103
Student_43,108,102,104,103,105,106,107,101
Student_44,101,102,103,104,105,106,107,108
Student_45,101,102,103,104,105,106,107,108
Student_46,104,102,103,107,105,108,101,106
Student_47,101,102,103,104,105,106,107,108
Student_48,101,102,103,104,105,106,107,108
Student_49,101,102,103,104,105,106,107,108
Student_50,101,102,103,107,105,106,104,108
Student_51,104,102,103,106,101,105,107,108
Student_52,101,102,103,104,105,106,107,108
Student_53,107,102,103,104,105,106,108,101
Student_54,101,102,103,107,105,106,104,108
Student_55,101,102,103,104,105,106,107,108
Student_56,101,102,108,104,105,106,107,103
Student_57,101,102,103,104,105,106,107,108
Student_58,101,104,106,102,105,103,107,108
Student_59,101,106,103,104,105,107,102,108
Student_60,101,102,103,104,105,106,108,107
Student_61,101,102,108,104,105,106,107,103
Student_62,108,102,103,101,105,106,107,104
Student_63,101,102,103,104,105,106,107,108
Student_64,101,108,103,104,105,106,107,102
Student_65,101,102,103,104,105,106,107,108
Student_66,101,102,103,104,105,106,107,108
Student_67,101,107,102,104,105,106,103,108
Student_68,101,102,103,104,105,106,107,108
Student_69,103,102,108,104,101,106,107,105
Student_70,101,102,103,106,105,104,107,108
Student_71,103,102,101,104,107,106,108,105
Student_72,108,106,103,104,107,102,105,101
Student_73,106,108,103,107,105,101,104,102
Student_74,101,107,104,103,105,106,102,108
Student_75,101,102,103,104,105,106,107,108
Student_76,101,102,103,104,105,106,107,108
Student_77,101,102,103,108,105,106,107,104
Student_78,101,102,103,104,105,106,107,108
Student_79,101,102,104,103,105,106,107,108
Student_80,101,104,103,106,105,102,108,107
Student_81,101,102,108,104,105,106,107,103
Student_82,102,106,103,104,105,101,108,107
Student_83,101,102,103,104,105,108,107,106
Student_84,102,107,103,108,105,106,101,104
Student_85,107,102,103,105,104,106,101,108
Student_86,101,102,103,104,107,106,105,108
Student_87,101,102,103,106,105,104,107,108
Student_88,101,105,103,104,102,106,107,108
Student_89,101,102,103,104,106,105,107,108
Student_90,101,102,103,104,105,106,107,108
Student_91,101,107,103,104,105,106,102,108
Student_92,101,102,103,104,105,106,107,108
Student_93,105,103,101,104,102,106,107,108
Student_94,101,102,103,104,105,106,107,108
Student_95,102,108,103,104,107,106,105,101
Student_96,101,102,103,105,108,106,107,104
Student_97,101,102,103,104,105,106,107,108
Student_98,101,106,103,107,104,102,105,108
Student_99,101,105,103,106,104,102,107,108
Student_100,101,102,103,106,107,104,108,105
