Employee ID,Basic Salary
1,
2,32928.0
3,39969.0
4,42732.0
5,31940.0
6,46514.0
7,
8,43063.0
9,21637.0
10,39691.0
11,23307.0
12,24319.0
13,26339.0
14,47807.0
15,32789.0
16,24309.0
17,32630.0
18,32923.0
19,40044.0
20,48219.0
21,40780.0
22,47839.0
23,
24,
25,33023.0
26,23018.0
27,28105.0
28,49266.0
29,27275.0
30,24801.0
31,48281.0
32,
33,23736.0
34,45790.0
35,48153.0
36,37447.0
37,36023.0
38,30755.0
39,31547.0
40,49664.0
41,
42,
43,
44,49220.0
45,
46,29425.0
47,28749.0
48,36197.0
49,38402.0
50,39129.0
51,44906.0
52,21376.0
53,
54,31897.0
55,37516.0
56,47602.0
57,27018.0
58,36281.0
59,25924.0
60,40539.0
61,29145.0
62,24970.0
63,27897.0
64,34528.0
65,41675.0
66,48084.0
67,
68,48465.0
69,
70,37287.0
71,22976.0
72,22988.0
73,22545.0
74,39910.0
75,25727.0
76,27839.0
77,
78,41691.0
79,44110.0
80,34560.0
81,43436.0
82,26189.0
83,27226.0
84,34948.0
85,47645.0
86,23996.0
87,
88,44601.0
89,45462.0
90,42599.0
91,39167.0
92,39697.0
93,35303.0
94,29585.0
95,28334.0
96,
97,21017.0
98,31059.0
99,39395.0
100,32019.0
101,
102,43887.0
103,39516.0
104,24253.0
105,35073.0
106,23327.0
107,20535.0
108,43261.0
109,
110,42504.0
111,40161.0
112,34562.0
113,35276.0
114,44986.0
115,25700.0
116,42489.0
117,35143.0
118,28153.0
119,40937.0
120,28320.0
121,
122,26593.0
123,27039.0
124,26894.0
125,33355.0
126,41003.0
127,45563.0
128,20383.0
129,47797.0
130,27135.0
131,24933.0
132,49486.0
133,30583.0
134,36261.0
135,31953.0
136,27049.0
137,41989.0
138,20409.0
139,34583.0
140,24101.0
141,25944.0
142,40203.0
143,35644.0
144,46648.0
145,21685.0
146,41228.0
147,48745.0
148,34813.0
149,20642.0
150,36498.0
151,
152,35366.0
153,30074.0
154,45588.0
155,47492.0
156,44771.0
157,
158,26927.0
159,32961.0
160,
161,32566.0
162,31916.0
163,37480.0
164,38668.0
165,23580.0
166,34281.0
167,43122.0
168,
169,44050.0
170,39049.0
171,22546.0
172,28703.0
173,23324.0
174,
175,26943.0
176,
177,26732.0
178,33487.0
179,20981.0
180,47807.0
181,20099.0
182,32103.0
183,28256.0
184,34981.0
185,24380.0
186,26225.0
187,42455.0
188,43018.0
189,33250.0
190,36232.0
191,35656.0
192,40570.0
193,33868.0
194,27997.0
195,45105.0
196,38212.0
197,24987.0
198,
199,49101.0
200,48919.0
201,46139.0
202,28393.0
203,34644.0
204,28720.0
205,40629.0
206,33390.0
207,27807.0
208,20757.0
209,45644.0
210,35908.0
211,31803.0
212,33527.0
213,41546.0
214,38871.0
215,37478.0
216,
217,46815.0
218,
219,23930.0
220,31931.0
221,29089.0
222,32389.0
223,34523.0
224,34440.0
225,49960.0
226,23527.0
227,44291.0
228,20788.0
229,27348.0
230,35970.0
231,40450.0
232,23744.0
233,42869.0
234,38184.0
235,37054.0
236,37522.0
237,47941.0
238,23861.0
239,36901.0
240,40010.0
241,39041.0
242,25901.0
243,21578.0
244,42775.0
245,36598.0
246,34317.0
247,46811.0
248,
249,32843.0
250,21426.0
251,20717.0
252,38230.0
253,26279.0
254,33223.0
255,43937.0
256,45593.0
257,41584.0
258,
259,33388.0
260,37186.0
261,46011.0
262,39113.0
263,47358.0
264,38652.0
265,26231.0
266,46391.0
267,29733.0
268,40598.0
269,20928.0
270,
271,28309.0
272,31916.0
273,26132.0
274,
275,37920.0
276,22477.0
277,
278,32986.0
279,38740.0
280,21798.0
281,42289.0
282,37763.0
283,34554.0
284,39882.0
285,49882.0
286,32775.0
287,47134.0
288,27150.0
289,32735.0
290,31128.0
291,33054.0
292,
293,31730.0
294,44094.0
295,40387.0
296,21539.0
297,39227.0
298,24200.0
299,45776.0
300,48382.0
301,25193.0
302,32092.0
303,28832.0
304,20867.0
305,45702.0
306,30244.0
307,33409.0
308,31032.0
309,
310,25623.0
311,38189.0
312,22542.0
313,
314,48048.0
315,30796.0
316,37803.0
317,30021.0
318,45469.0
319,
320,33046.0
321,46642.0
322,42131.0
323,46660.0
324,26911.0
325,43814.0
326,27152.0
327,
328,42994.0
329,28221.0
330,31730.0
331,24354.0
332,27441.0
333,
334,24357.0
335,40329.0
336,44663.0
337,35631.0
338,48079.0
339,44907.0
340,
341,21022.0
342,34128.0
343,23221.0
344,28353.0
345,33730.0
346,45797.0
347,43618.0
348,42652.0
349,35710.0
350,47143.0
351,39185.0
352,38591.0
353,43142.0
354,40622.0
355,49794.0
356,37866.0
357,32664.0
358,33631.0
359,39434.0
360,48419.0
361,21080.0
362,31943.0
363,27696.0
364,43810.0
365,
366,38273.0
367,28371.0
368,30238.0
369,33865.0
370,48361.0
371,28527.0
372,
373,
374,25723.0
375,27885.0
376,39631.0
377,33213.0
378,38866.0
379,20169.0
380,
381,24489.0
382,22282.0
383,46684.0
384,43484.0
385,45858.0
386,38412.0
387,45095.0
388,
389,42548.0
390,20623.0
391,30970.0
392,47075.0
393,38168.0
394,45720.0
395,41495.0
396,36820.0
397,
398,23140.0
399,29208.0
400,32513.0
401,
402,40614.0
403,36056.0
404,40134.0
405,49026.0
406,34206.0
407,30733.0
408,
409,25735.0
410,39491.0
411,40570.0
412,22232.0
413,21175.0
414,
415,25649.0
416,41119.0
417,22775.0
418,
419,31989.0
420,48081.0
421,25664.0
422,31682.0
423,48123.0
424,30201.0
425,33234.0
426,28163.0
427,43508.0
428,47314.0
429,21352.0
430,
431,26508.0
432,21961.0
433,48500.0
434,31360.0
435,21705.0
436,24186.0
437,44436.0
438,41619.0
439,23650.0
440,31943.0
441,
442,30824.0
443,34066.0
444,20376.0
445,39655.0
446,23981.0
447,27200.0
448,
449,21854.0
450,45580.0
451,29432.0
452,24069.0
453,28955.0
454,29629.0
455,28492.0
456,43403.0
457,28911.0
458,29031.0
459,29684.0
460,
461,34866.0
462,24632.0
463,41653.0
464,
465,26558.0
466,42565.0
467,36038.0
468,27270.0
469,41436.0
470,49828.0
471,45599.0
472,24881.0
473,34428.0
474,26673.0
475,28259.0
476,30058.0
477,33302.0
478,30426.0
479,35546.0
480,
481,37462.0
482,49873.0
483,20550.0
484,27182.0
485,25593.0
486,40412.0
487,47652.0
488,31787.0
489,23108.0
490,44933.0
491,
492,34102.0
493,23780.0
494,23808.0
495,22849.0
496,28135.0
497,48077.0
498,27613.0
499,34775.0
500,47308.0
501,49747.0
502,47325.0
503,27291.0
504,
505,24442.0
506,33297.0
507,20646.0
508,25410.0
509,40457.0
510,26284.0
511,36325.0
512,40497.0
513,26743.0
514,41561.0
515,42983.0
516,24689.0
517,22478.0
518,
519,
520,29438.0
521,31743.0
522,42978.0
523,35606.0
524,24383.0
525,23330.0
526,44051.0
527,49375.0
528,24019.0
529,24821.0
530,27462.0
531,41204.0
532,41947.0
533,27443.0
534,27092.0
535,41857.0
536,46084.0
537,36944.0
538,31820.0
539,33926.0
540,31932.0
541,20483.0
542,46450.0
543,42800.0
544,38665.0
545,
546,48006.0
547,38952.0
548,49056.0
549,36721.0
550,25742.0
551,22673.0
552,22175.0
553,28643.0
554,35825.0
555,49872.0
556,41513.0
557,37731.0
558,21616.0
559,20616.0
560,31079.0
561,48840.0
562,40029.0
563,41619.0
564,38865.0
565,30975.0
566,25498.0
567,43725.0
568,49967.0
569,25984.0
570,33686.0
571,32595.0
572,
573,34982.0
574,39372.0
575,35676.0
576,29114.0
577,42998.0
578,30488.0
579,22170.0
580,26826.0
581,36510.0
582,37414.0
583,23928.0
584,46667.0
585,38984.0
586,39702.0
587,37939.0
588,45906.0
589,24812.0
590,31503.0
591,32858.0
592,34506.0
593,41088.0
594,40495.0
595,31763.0
596,28507.0
597,47041.0
598,39254.0
599,20147.0
600,21610.0
601,48176.0
602,37299.0
603,41561.0
604,39894.0
605,29230.0
606,22121.0
607,44941.0
608,30589.0
609,34365.0
610,20351.0
611,25225.0
