Employee ID,Basic Salary
1,38767
2,34130
3,44296
4,42460
5,38499
6,27925
7,49182
8,29440
9,21611
10,20254
11,22257
12,26127
13,49119
14,36856
15,45405
16,26750
17,33886
18,34110
19,26348
20,48971
21,45323
22,24787
23,47064
24,27134
25,29145
26,21484
27,28728
28,37965
29,29913
30,29073
31,48577
32,24665
33,46320
34,48744
35,36248
36,27284
37,20727
38,41708
39,45094
40,41968
41,45828
42,30023
43,42538
44,48012
45,35638
46,42787
47,26888
48,28464
49,21836
50,30123
51,47795
52,33302
53,25192
54,41236
55,37443
56,39398
57,46567
58,42670
59,33150
60,37258
61,29457
62,39190
63,27942
64,24179
65,39050
66,30848
67,35502
68,29846
69,26278
70,29050
71,48075
72,31718
73,40558
74,31279
75,27877
76,41135
77,40453
78,30529
79,48000
80,39590
81,38293
82,31713
83,37374
84,30968
85,39806
86,20622
87,43746
88,48670
89,26266
90,41080
91,28502
92,22991
93,29046
94,42524
95,32625
96,37237
97,31427
98,46927
99,48766
100,20645
101,36213
102,44653
103,35053
104,46825
105,31777
106,43250
107,29525
108,20570
109,37333
110,32228
111,38770
112,26247
113,35760
114,49632
115,43707
116,48065
117,48432
118,41659
119,32698
120,44330
121,36156
122,29345
123,35453
124,21421
125,31147
126,31899
127,23452
128,32460
129,36259
130,32900
131,39340
132,35215
133,49858
134,21195
135,44261
136,40107
137,39130
138,30183
139,36537
140,24488
141,43692
142,21412
143,49306
144,31819
145,32006
146,20889
147,40234
148,39074
149,24632
150,33741
151,29633
152,26680
153,39347
154,41286
155,29092
156,38645
157,30418
158,27315
159,31854
160,46984
161,22834
162,33682
163,39129
164,45408
165,37594
166,41717
167,38140
168,28836
169,21604
170,25910
171,45105
172,29670
173,47579
174,27791
175,36391
176,26976
177,47480
178,20591
179,26339
180,46619
181,29009
182,45931
183,27862
184,33160
185,48181
186,49921
187,28139
188,35682
189,33172
190,49238
191,26369
192,32047
193,34803
194,24418
195,41952
196,29890
197,41803
198,43063
199,41655
200,35263
201,46037
202,24023
203,29484
204,22049
205,43276
206,36352
207,45637
208,44774
209,24274
210,44125
211,24731
212,46752
213,29528
214,30953
215,43743
216,31741
217,38659
218,39754
219,40999
